TeamName,ChallengeName,IsETP,RepoLink,Sandbox,PingURL,UpdatedURL
Fast_And_Fourier,Identity impersonation detection ,0,https://github.com/hackathon2024-march/fast_and_fourier,Azure,https://ff-api2.azurewebsites.net/ping,
